Year,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1781,19.339,3.602,Cracow,Poland,50.63N,19.01E
1781,21.371,1.152,Cracow,Poland,50.63N,19.01E
1781,16.212,6.939,Cracow,Poland,50.63N,19.01E
1781,6.552999999999999,1.061,Cracow,Poland,50.63N,19.01E
1781,4.3100000000000005,2.7110000000000003,Cracow,Poland,50.63N,19.01E
1781,-2.8310000000000004,7.438,Cracow,Poland,50.63N,19.01E
1782,-1.7519999999999998,4.851,Cracow,Poland,50.63N,19.01E
1782,-5.87,9.805,Cracow,Poland,50.63N,19.01E
1782,1.5510000000000002,2.428,Cracow,Poland,50.63N,19.01E
1782,7.261,4.946000000000001,Cracow,Poland,50.63N,19.01E
1782,13.582,4.349,Cracow,Poland,50.63N,19.01E
1782,17.182000000000002,3.506,Cracow,Poland,50.63N,19.01E
1782,19.822,6.151,Cracow,Poland,50.63N,19.01E
1782,17.974999999999994,3.979,Cracow,Poland,50.63N,19.01E
1782,13.778,3.729,Cracow,Poland,50.63N,19.01E
1782,6.819999999999999,4.981,Cracow,Poland,50.63N,19.01E
1782,0.46,9.447,Cracow,Poland,50.63N,19.01E
1782,-2.293,6.922999999999999,Cracow,Poland,50.63N,19.01E
1783,-2.226,9.786,Cracow,Poland,50.63N,19.01E
1783,1.876,5.445,Cracow,Poland,50.63N,19.01E
1783,1.11,3.302,Cracow,Poland,50.63N,19.01E
1783,7.832999999999999,1.96,Cracow,Poland,50.63N,19.01E
1783,15.386,5.8260000000000005,Cracow,Poland,50.63N,19.01E
1783,18.833,2.24,Cracow,Poland,50.63N,19.01E
1783,19.14,2.634,Cracow,Poland,50.63N,19.01E
1783,19.157,2.393,Cracow,Poland,50.63N,19.01E
1783,15.193,4.874,Cracow,Poland,50.63N,19.01E
1783,9.059,4.855,Cracow,Poland,50.63N,19.01E
1783,1.974,3.029,Cracow,Poland,50.63N,19.01E
1783,-5.303999999999999,3.303,Cracow,Poland,50.63N,19.01E
1784,-8.248999999999999,10.677,Cracow,Poland,50.63N,19.01E
1784,-4.63,9.002,Cracow,Poland,50.63N,19.01E
1784,0.4000000000000001,4.839,Cracow,Poland,50.63N,19.01E
1784,6.227,9.219,Cracow,Poland,50.63N,19.01E
1784,14.412,2.402,Cracow,Poland,50.63N,19.01E
1784,17.277,2.588,Cracow,Poland,50.63N,19.01E
1784,18.27,5.497999999999999,Cracow,Poland,50.63N,19.01E
1784,19.282,8.184,Cracow,Poland,50.63N,19.01E
1784,14.863,5.655,Cracow,Poland,50.63N,19.01E
1784,5.843,5.157,Cracow,Poland,50.63N,19.01E
1784,3.761,2.513,Cracow,Poland,50.63N,19.01E
1784,-1.539,3.491,Cracow,Poland,50.63N,19.01E
1785,-5.315,5.079,Cracow,Poland,50.63N,19.01E
1785,-4.615,5.825,Cracow,Poland,50.63N,19.01E
1785,-5.013,4.73,Cracow,Poland,50.63N,19.01E
1785,4.574,3.638,Cracow,Poland,50.63N,19.01E
1785,12.225,5.457999999999999,Cracow,Poland,50.63N,19.01E
1785,15.573,4.859,Cracow,Poland,50.63N,19.01E
1785,17.34,4.656000000000001,Cracow,Poland,50.63N,19.01E
1785,17.253999999999998,4.249,Cracow,Poland,50.63N,19.01E
1785,14.929,2.42,Cracow,Poland,50.63N,19.01E
1785,7.228999999999999,3.354,Cracow,Poland,50.63N,19.01E
1785,3.5580000000000003,5.093999999999999,Cracow,Poland,50.63N,19.01E
1785,-2.724,2.376,Cracow,Poland,50.63N,19.01E
1786,-3.655,2.795,Cracow,Poland,50.63N,19.01E
1786,-3.248,2.799,Cracow,Poland,50.63N,19.01E
1786,1.3510000000000002,6.871,Cracow,Poland,50.63N,19.01E
1786,9.408,4.437,Cracow,Poland,50.63N,19.01E
1786,11.509,4.731,Cracow,Poland,50.63N,19.01E
1786,16.808,1.652,Cracow,Poland,50.63N,19.01E
1786,16.654999999999998,5.14,Cracow,Poland,50.63N,19.01E
1786,16.081999999999994,8.187999999999999,Cracow,Poland,50.63N,19.01E
1786,12.254,9.511,Cracow,Poland,50.63N,19.01E
1786,5.228999999999999,1.811,Cracow,Poland,50.63N,19.01E
1786,-1.2070000000000003,6.267,Cracow,Poland,50.63N,19.01E
1786,-2.1,2.676,Cracow,Poland,50.63N,19.01E
1787,-4.485,4.73,Cracow,Poland,50.63N,19.01E
1787,-0.391,5.376,Cracow,Poland,50.63N,19.01E
1787,2.9610000000000003,3.474,Cracow,Poland,50.63N,19.01E
1787,6.357,3.057,Cracow,Poland,50.63N,19.01E
1787,12.695,5.747999999999999,Cracow,Poland,50.63N,19.01E
1787,18.118,5.17,Cracow,Poland,50.63N,19.01E
1787,18.219,7.417000000000001,Cracow,Poland,50.63N,19.01E
1787,18.009,5.49,Cracow,Poland,50.63N,19.01E
1787,12.491,3.317,Cracow,Poland,50.63N,19.01E
1787,9.513,8.391,Cracow,Poland,50.63N,19.01E
1787,3.398,1.301,Cracow,Poland,50.63N,19.01E
1787,0.76,4.944,Cracow,Poland,50.63N,19.01E
1788,-1.732,2.194,Cracow,Poland,50.63N,19.01E
1788,-3.007,7.495,Cracow,Poland,50.63N,19.01E
1788,1.528,3.946,Cracow,Poland,50.63N,19.01E
1788,7.302,4.284,Cracow,Poland,50.63N,19.01E
1788,13.49,2.356,Cracow,Poland,50.63N,19.01E
1788,18.24,3.016,Cracow,Poland,50.63N,19.01E
1788,21.088,5.252000000000001,Cracow,Poland,50.63N,19.01E
1788,16.679000000000002,2.8,Cracow,Poland,50.63N,19.01E
1788,15.37,2.25,Cracow,Poland,50.63N,19.01E
1788,7.523999999999999,3.34,Cracow,Poland,50.63N,19.01E
1788,1.4090000000000005,3.2910000000000004,Cracow,Poland,50.63N,19.01E
1788,-10.265,5.285,Cracow,Poland,50.63N,19.01E
1789,-6.825,7.042999999999999,Cracow,Poland,50.63N,19.01E
1789,-0.611,4.697,Cracow,Poland,50.63N,19.01E
1789,-2.556,4.962,Cracow,Poland,50.63N,19.01E
1789,8.182,3.108,Cracow,Poland,50.63N,19.01E
1789,16.621000000000002,4.439,Cracow,Poland,50.63N,19.01E
1789,16.699,2.0380000000000003,Cracow,Poland,50.63N,19.01E
1789,19.997,3.381,Cracow,Poland,50.63N,19.01E
1789,18.437,1.91,Cracow,Poland,50.63N,19.01E
1789,15.224,2.0580000000000003,Cracow,Poland,50.63N,19.01E
1789,9.775,4.189,Cracow,Poland,50.63N,19.01E
1789,4.515,1.642,Cracow,Poland,50.63N,19.01E
1789,0.5920000000000001,2.698,Cracow,Poland,50.63N,19.01E
1790,-1.859,5.015,Cracow,Poland,50.63N,19.01E
1790,1.4859999999999998,5.476,Cracow,Poland,50.63N,19.01E
1790,2.9930000000000003,2.842,Cracow,Poland,50.63N,19.01E
1790,5.702999999999999,4.208,Cracow,Poland,50.63N,19.01E
1790,14.053,2.345,Cracow,Poland,50.63N,19.01E
1790,17.463,1.705,Cracow,Poland,50.63N,19.01E
1790,17.020999999999994,2.1790000000000003,Cracow,Poland,50.63N,19.01E
1790,17.294999999999998,1.94,Cracow,Poland,50.63N,19.01E
1790,12.817,3.043,Cracow,Poland,50.63N,19.01E
1790,6.952999999999999,3.059,Cracow,Poland,50.63N,19.01E
1790,2.028,1.611,Cracow,Poland,50.63N,19.01E
1790,1.352,10.194,Cracow,Poland,50.63N,19.01E
1791,1.168,7.787999999999999,Cracow,Poland,50.63N,19.01E
1791,-0.2709999999999999,2.9530000000000003,Cracow,Poland,50.63N,19.01E
1791,3.818,4.05,Cracow,Poland,50.63N,19.01E
1791,10.141,2.986,Cracow,Poland,50.63N,19.01E
1791,12.601,2.044,Cracow,Poland,50.63N,19.01E
1791,16.205000000000002,2.681,Cracow,Poland,50.63N,19.01E
1791,18.781,2.138,Cracow,Poland,50.63N,19.01E
1791,19.577,1.126,Cracow,Poland,50.63N,19.01E
1791,12.943,2.78,Cracow,Poland,50.63N,19.01E
1791,8.043999999999999,1.418,Cracow,Poland,50.63N,19.01E
1791,2.14,2.988,Cracow,Poland,50.63N,19.01E
1791,0.025,2.352,Cracow,Poland,50.63N,19.01E
1792,-3.096,6.432,Cracow,Poland,50.63N,19.01E
1792,-3.374,4.157,Cracow,Poland,50.63N,19.01E
1792,2.2030000000000003,2.505,Cracow,Poland,50.63N,19.01E
1792,8.466000000000001,2.541,Cracow,Poland,50.63N,19.01E
1792,12.264,2.106,Cracow,Poland,50.63N,19.01E
1792,17.271,1.243,Cracow,Poland,50.63N,19.01E
1792,19.587,2.785,Cracow,Poland,50.63N,19.01E
1792,18.0,2.166,Cracow,Poland,50.63N,19.01E
1792,13.527,3.4160000000000004,Cracow,Poland,50.63N,19.01E
1792,6.515,1.945,Cracow,Poland,50.63N,19.01E
1792,2.271,3.614,Cracow,Poland,50.63N,19.01E
1792,-0.595,3.645,Cracow,Poland,50.63N,19.01E
1793,-4.996,5.372999999999999,Cracow,Poland,50.63N,19.01E
1793,0.6269999999999998,5.711,Cracow,Poland,50.63N,19.01E
1793,1.1780000000000002,4.147,Cracow,Poland,50.63N,19.01E
1793,5.691000000000002,2.652,Cracow,Poland,50.63N,19.01E
1793,12.507,1.723,Cracow,Poland,50.63N,19.01E
1793,16.145,4.494,Cracow,Poland,50.63N,19.01E
1793,19.836,6.646,Cracow,Poland,50.63N,19.01E
1793,18.229,6.042999999999999,Cracow,Poland,50.63N,19.01E
1793,12.941,3.07,Cracow,Poland,50.63N,19.01E
1793,9.792,3.963,Cracow,Poland,50.63N,19.01E
1793,4.122,5.935,Cracow,Poland,50.63N,19.01E
1793,0.086,3.822,Cracow,Poland,50.63N,19.01E
1794,-1.3259999999999998,6.317,Cracow,Poland,50.63N,19.01E
1794,1.0539999999999998,8.408,Cracow,Poland,50.63N,19.01E
1794,4.96,1.679,Cracow,Poland,50.63N,19.01E
1794,10.394,3.772,Cracow,Poland,50.63N,19.01E
1794,14.775,4.121,Cracow,Poland,50.63N,19.01E
1794,18.128,5.861000000000001,Cracow,Poland,50.63N,19.01E
1794,20.685,7.75,Cracow,Poland,50.63N,19.01E
1794,16.793999999999997,2.928,Cracow,Poland,50.63N,19.01E
1794,11.82,2.461,Cracow,Poland,50.63N,19.01E
1794,8.334999999999999,2.495,Cracow,Poland,50.63N,19.01E
1794,3.439,2.787,Cracow,Poland,50.63N,19.01E
1794,-3.016,3.026,Cracow,Poland,50.63N,19.01E
1795,-9.936,7.035,Cracow,Poland,50.63N,19.01E
1795,-2.272,9.728,Cracow,Poland,50.63N,19.01E
1795,2.013,3.202,Cracow,Poland,50.63N,19.01E
1795,10.433,2.733,Cracow,Poland,50.63N,19.01E
1795,13.005999999999998,5.569,Cracow,Poland,50.63N,19.01E
1795,17.848,2.352,Cracow,Poland,50.63N,19.01E
1795,16.674,3.839,Cracow,Poland,50.63N,19.01E
1795,17.602999999999994,3.148,Cracow,Poland,50.63N,19.01E
1795,13.606,4.452,Cracow,Poland,50.63N,19.01E
1795,11.117,4.13,Cracow,Poland,50.63N,19.01E
1795,1.4660000000000002,3.235,Cracow,Poland,50.63N,19.01E
1795,0.924,3.753,Cracow,Poland,50.63N,19.01E
1796,3.032,3.6,Cracow,Poland,50.63N,19.01E
1796,-1.095,1.358,Cracow,Poland,50.63N,19.01E
1796,-2.332,3.582,Cracow,Poland,50.63N,19.01E
1796,5.6720000000000015,1.319,Cracow,Poland,50.63N,19.01E
1796,13.663,0.983,Cracow,Poland,50.63N,19.01E
1796,17.23,4.583,Cracow,Poland,50.63N,19.01E
1796,18.451,3.002,Cracow,Poland,50.63N,19.01E
1796,18.44,4.615,Cracow,Poland,50.63N,19.01E
1796,14.657,5.687,Cracow,Poland,50.63N,19.01E
1796,7.840999999999998,1.842,Cracow,Poland,50.63N,19.01E
1796,1.4290000000000005,3.892,Cracow,Poland,50.63N,19.01E
1796,-3.647,6.892,Cracow,Poland,50.63N,19.01E
1797,-1.743,8.629,Cracow,Poland,50.63N,19.01E
1797,0.9460000000000002,3.623,Cracow,Poland,50.63N,19.01E
1797,1.07,2.932,Cracow,Poland,50.63N,19.01E
1797,9.358,4.88,Cracow,Poland,50.63N,19.01E
1797,16.022000000000002,4.479,Cracow,Poland,50.63N,19.01E
1797,18.21,2.7430000000000003,Cracow,Poland,50.63N,19.01E
1797,20.437,2.672,Cracow,Poland,50.63N,19.01E
1797,19.651,3.013,Cracow,Poland,50.63N,19.01E
1797,15.970999999999998,4.656000000000001,Cracow,Poland,50.63N,19.01E
1797,9.626,2.456,Cracow,Poland,50.63N,19.01E
1797,3.634,4.037,Cracow,Poland,50.63N,19.01E
1797,-0.115,4.091,Cracow,Poland,50.63N,19.01E
1798,-2.2230000000000003,1.574,Cracow,Poland,50.63N,19.01E
1798,0.726,2.499,Cracow,Poland,50.63N,19.01E
1798,2.9360000000000004,2.573,Cracow,Poland,50.63N,19.01E
1798,8.882,2.191,Cracow,Poland,50.63N,19.01E
1798,14.988,4.998,Cracow,Poland,50.63N,19.01E
1798,17.995,1.949,Cracow,Poland,50.63N,19.01E
1798,19.405,3.022,Cracow,Poland,50.63N,19.01E
1798,18.873,6.502999999999999,Cracow,Poland,50.63N,19.01E
1798,15.853000000000002,4.78,Cracow,Poland,50.63N,19.01E
1798,7.415999999999999,3.335,Cracow,Poland,50.63N,19.01E
1798,1.371,3.626,Cracow,Poland,50.63N,19.01E
1798,-7.558,3.077,Cracow,Poland,50.63N,19.01E
1799,-9.285,3.1260000000000003,Cracow,Poland,50.63N,19.01E
1799,-7.057,3.575,Cracow,Poland,50.63N,19.01E
1799,-0.7429999999999999,2.9760000000000004,Cracow,Poland,50.63N,19.01E
1799,6.6530000000000005,4.776,Cracow,Poland,50.63N,19.01E
1799,12.1,1.727,Cracow,Poland,50.63N,19.01E
1799,15.137,3.512,Cracow,Poland,50.63N,19.01E
1799,17.24,2.7960000000000003,Cracow,Poland,50.63N,19.01E
1799,17.656,0.958,Cracow,Poland,50.63N,19.01E
1799,12.558,2.986,Cracow,Poland,50.63N,19.01E
1799,7.997999999999998,1.822,Cracow,Poland,50.63N,19.01E
1799,3.677,2.687,Cracow,Poland,50.63N,19.01E
1799,-6.997999999999998,1.878,Cracow,Poland,50.63N,19.01E
1800,-4.7410000000000005,2.357,Cracow,Poland,50.63N,19.01E
1800,-3.283,5.584,Cracow,Poland,50.63N,19.01E
1800,-3.262,4.591,Cracow,Poland,50.63N,19.01E
1800,13.255,2.515,Cracow,Poland,50.63N,19.01E
1800,15.389,1.845,Cracow,Poland,50.63N,19.01E
1800,14.915,1.645,Cracow,Poland,50.63N,19.01E
1800,16.230999999999998,2.106,Cracow,Poland,50.63N,19.01E
1800,18.265,3.225,Cracow,Poland,50.63N,19.01E
1800,13.518,3.289,Cracow,Poland,50.63N,19.01E
1800,8.291,3.184,Cracow,Poland,50.63N,19.01E
1800,4.898,3.422,Cracow,Poland,50.63N,19.01E
1800,-0.969,2.889,Cracow,Poland,50.63N,19.01E
1801,-1.695,2.154,Cracow,Poland,50.63N,19.01E
1801,-2.8200000000000003,1.44,Cracow,Poland,50.63N,19.01E
1801,5.013999999999999,1.997,Cracow,Poland,50.63N,19.01E
1801,8.222999999999999,2.395,Cracow,Poland,50.63N,19.01E
1801,17.202,2.955,Cracow,Poland,50.63N,19.01E
1801,15.37,2.268,Cracow,Poland,50.63N,19.01E
1801,18.64,3.719,Cracow,Poland,50.63N,19.01E
1801,16.383,2.178,Cracow,Poland,50.63N,19.01E
1801,15.458,2.031,Cracow,Poland,50.63N,19.01E
1801,9.872,1.3430000000000002,Cracow,Poland,50.63N,19.01E
1801,4.9510000000000005,1.864,Cracow,Poland,50.63N,19.01E
1801,-0.384,5.635,Cracow,Poland,50.63N,19.01E
1802,-4.147,2.8560000000000003,Cracow,Poland,50.63N,19.01E
1802,-1.349,2.324,Cracow,Poland,50.63N,19.01E
1802,3.921,3.128,Cracow,Poland,50.63N,19.01E
1802,8.774000000000001,2.674,Cracow,Poland,50.63N,19.01E
1802,12.017,2.657,Cracow,Poland,50.63N,19.01E
1802,16.53,2.216,Cracow,Poland,50.63N,19.01E
1802,19.0,2.254,Cracow,Poland,50.63N,19.01E
1802,19.962,2.235,Cracow,Poland,50.63N,19.01E
1802,13.437,3.916,Cracow,Poland,50.63N,19.01E
1802,11.082999999999998,4.283,Cracow,Poland,50.63N,19.01E
1802,3.61,2.708,Cracow,Poland,50.63N,19.01E
1802,0.056,2.635,Cracow,Poland,50.63N,19.01E
1803,-11.245,4.872,Cracow,Poland,50.63N,19.01E
1803,-5.407,3.755,Cracow,Poland,50.63N,19.01E
1803,1.4010000000000002,3.621,Cracow,Poland,50.63N,19.01E
1803,10.871,2.855,Cracow,Poland,50.63N,19.01E
1803,13.388,2.428,Cracow,Poland,50.63N,19.01E
1803,15.577,1.6230000000000002,Cracow,Poland,50.63N,19.01E
1803,19.173,1.77,Cracow,Poland,50.63N,19.01E
1803,18.726,2.948,Cracow,Poland,50.63N,19.01E
1803,11.599,1.578,Cracow,Poland,50.63N,19.01E
1803,7.375,3.391,Cracow,Poland,50.63N,19.01E
1803,3.165,2.709,Cracow,Poland,50.63N,19.01E
1803,-1.926,4.478,Cracow,Poland,50.63N,19.01E
1804,0.2069999999999998,5.595,Cracow,Poland,50.63N,19.01E
1804,-3.237,2.541,Cracow,Poland,50.63N,19.01E
1804,-1.456,4.807,Cracow,Poland,50.63N,19.01E
1804,7.511,2.612,Cracow,Poland,50.63N,19.01E
1804,13.8,1.763,Cracow,Poland,50.63N,19.01E
1804,16.102999999999998,1.859,Cracow,Poland,50.63N,19.01E
1804,18.955,3.135,Cracow,Poland,50.63N,19.01E
1804,17.267999999999994,2.093,Cracow,Poland,50.63N,19.01E
1804,15.128,4.668,Cracow,Poland,50.63N,19.01E
1804,8.49,1.632,Cracow,Poland,50.63N,19.01E
1804,-0.8850000000000002,4.894,Cracow,Poland,50.63N,19.01E
1804,-5.847,5.007,Cracow,Poland,50.63N,19.01E
1805,-7.086,2.173,Cracow,Poland,50.63N,19.01E
1805,-2.989,3.604,Cracow,Poland,50.63N,19.01E
1805,0.7850000000000001,1.968,Cracow,Poland,50.63N,19.01E
1805,5.388,3.802,Cracow,Poland,50.63N,19.01E
1805,11.688,1.2990000000000002,Cracow,Poland,50.63N,19.01E
1805,14.849,2.901,Cracow,Poland,50.63N,19.01E
1805,17.122999999999998,1.935,Cracow,Poland,50.63N,19.01E
1805,16.110999999999994,2.324,Cracow,Poland,50.63N,19.01E
1805,14.663,3.302,Cracow,Poland,50.63N,19.01E
1805,3.642,2.033,Cracow,Poland,50.63N,19.01E
1805,-0.4119999999999999,2.891,Cracow,Poland,50.63N,19.01E
1805,-0.3179999999999999,1.745,Cracow,Poland,50.63N,19.01E
1806,0.6600000000000001,2.104,Cracow,Poland,50.63N,19.01E
1806,0.3279999999999998,4.044,Cracow,Poland,50.63N,19.01E
1806,2.228,3.096,Cracow,Poland,50.63N,19.01E
1806,6.319000000000001,4.384,Cracow,Poland,50.63N,19.01E
1806,15.237,2.253,Cracow,Poland,50.63N,19.01E
1806,14.947,2.109,Cracow,Poland,50.63N,19.01E
1806,17.395,1.511,Cracow,Poland,50.63N,19.01E
1806,17.625999999999994,2.552,Cracow,Poland,50.63N,19.01E
1806,15.872,3.285,Cracow,Poland,50.63N,19.01E
1806,7.737999999999999,1.204,Cracow,Poland,50.63N,19.01E
1806,3.879,1.922,Cracow,Poland,50.63N,19.01E
1806,2.833,2.988,Cracow,Poland,50.63N,19.01E
1807,-2.192,2.749,Cracow,Poland,50.63N,19.01E
1807,0.1779999999999999,5.282,Cracow,Poland,50.63N,19.01E
1807,0.0769999999999999,5.3420000000000005,Cracow,Poland,50.63N,19.01E
1807,6.379,2.705,Cracow,Poland,50.63N,19.01E
1807,13.898,2.013,Cracow,Poland,50.63N,19.01E
1807,15.882,1.536,Cracow,Poland,50.63N,19.01E
1807,19.037,3.378,Cracow,Poland,50.63N,19.01E
1807,21.988000000000003,2.194,Cracow,Poland,50.63N,19.01E
1807,13.396,1.477,Cracow,Poland,50.63N,19.01E
1807,9.114,1.494,Cracow,Poland,50.63N,19.01E
1807,5.329,3.188,Cracow,Poland,50.63N,19.01E
1807,0.1639999999999999,2.152,Cracow,Poland,50.63N,19.01E
1808,-2.678,3.011,Cracow,Poland,50.63N,19.01E
1808,-3.454,2.269,Cracow,Poland,50.63N,19.01E
1808,-4.195,6.031000000000001,Cracow,Poland,50.63N,19.01E
1808,5.8870000000000005,1.798,Cracow,Poland,50.63N,19.01E
1808,14.048,4.757,Cracow,Poland,50.63N,19.01E
1808,16.914,1.7009999999999998,Cracow,Poland,50.63N,19.01E
1808,19.302,1.786,Cracow,Poland,50.63N,19.01E
1808,19.794,2.077,Cracow,Poland,50.63N,19.01E
1808,14.986,4.75,Cracow,Poland,50.63N,19.01E
1808,7.723,2.224,Cracow,Poland,50.63N,19.01E
1808,1.802,2.404,Cracow,Poland,50.63N,19.01E
1808,-5.834,2.039,Cracow,Poland,50.63N,19.01E
1809,-6.695,4.8580000000000005,Cracow,Poland,50.63N,19.01E
1809,0.3460000000000001,3.797,Cracow,Poland,50.63N,19.01E
1809,-0.6319999999999997,3.876,Cracow,Poland,50.63N,19.01E
1809,5.152000000000001,5.513999999999999,Cracow,Poland,50.63N,19.01E
1809,14.214,3.214,Cracow,Poland,50.63N,19.01E
1809,16.41,1.901,Cracow,Poland,50.63N,19.01E
1809,18.161,1.713,Cracow,Poland,50.63N,19.01E
1809,18.747,1.422,Cracow,Poland,50.63N,19.01E
1809,14.09,3.048,Cracow,Poland,50.63N,19.01E
1809,6.6770000000000005,6.478,Cracow,Poland,50.63N,19.01E
1809,2.281,3.627,Cracow,Poland,50.63N,19.01E
1809,1.412,4.763,Cracow,Poland,50.63N,19.01E
1810,-3.722,6.54,Cracow,Poland,50.63N,19.01E
1810,-2.48,5.039,Cracow,Poland,50.63N,19.01E
1810,2.089,2.807,Cracow,Poland,50.63N,19.01E
1810,5.5760000000000005,4.531000000000001,Cracow,Poland,50.63N,19.01E
1810,12.588,3.268,Cracow,Poland,50.63N,19.01E
1810,14.008,3.996,Cracow,Poland,50.63N,19.01E
1810,18.413,3.992,Cracow,Poland,50.63N,19.01E
1810,17.419,2.738,Cracow,Poland,50.63N,19.01E
1810,14.970999999999998,2.045,Cracow,Poland,50.63N,19.01E
1810,6.978,5.121,Cracow,Poland,50.63N,19.01E
1810,3.112,3.522,Cracow,Poland,50.63N,19.01E
1810,0.244,3.991,Cracow,Poland,50.63N,19.01E
1811,-7.69,3.739,Cracow,Poland,50.63N,19.01E
1811,-2.85,5.6610000000000005,Cracow,Poland,50.63N,19.01E
1811,3.969,2.906,Cracow,Poland,50.63N,19.01E
1811,7.749,1.168,Cracow,Poland,50.63N,19.01E
1811,16.891000000000002,3.823,Cracow,Poland,50.63N,19.01E
1811,20.489,3.589,Cracow,Poland,50.63N,19.01E
1811,20.968000000000004,3.394,Cracow,Poland,50.63N,19.01E
1811,19.001,5.053,Cracow,Poland,50.63N,19.01E
1811,13.357,3.33,Cracow,Poland,50.63N,19.01E
1811,10.867,5.782,Cracow,Poland,50.63N,19.01E
1811,3.412,5.997000000000001,Cracow,Poland,50.63N,19.01E
1811,-0.1609999999999999,3.269,Cracow,Poland,50.63N,19.01E
1812,-6.670999999999999,3.2510000000000003,Cracow,Poland,50.63N,19.01E
1812,-1.857,1.403,Cracow,Poland,50.63N,19.01E
1812,2.109,3.359,Cracow,Poland,50.63N,19.01E
1812,3.972,3.304,Cracow,Poland,50.63N,19.01E
1812,13.178,3.276,Cracow,Poland,50.63N,19.01E
1812,16.813,1.689,Cracow,Poland,50.63N,19.01E
1812,17.438,2.171,Cracow,Poland,50.63N,19.01E
1812,17.032999999999998,5.734,Cracow,Poland,50.63N,19.01E
1812,12.07,1.379,Cracow,Poland,50.63N,19.01E
1812,10.434,4.16,Cracow,Poland,50.63N,19.01E
1812,1.2990000000000002,3.885,Cracow,Poland,50.63N,19.01E
1812,-8.125,4.632,Cracow,Poland,50.63N,19.01E
1813,-6.567,5.218,Cracow,Poland,50.63N,19.01E
1813,0.899,1.798,Cracow,Poland,50.63N,19.01E
1813,1.31,9.156,Cracow,Poland,50.63N,19.01E
1813,9.348,1.242,Cracow,Poland,50.63N,19.01E
1813,13.392,7.17,Cracow,Poland,50.63N,19.01E
1813,14.76,3.63,Cracow,Poland,50.63N,19.01E
1813,17.57,2.4,Cracow,Poland,50.63N,19.01E
1813,16.203999999999994,1.527,Cracow,Poland,50.63N,19.01E
1813,12.682,2.491,Cracow,Poland,50.63N,19.01E
1813,6.696000000000001,1.575,Cracow,Poland,50.63N,19.01E
1813,2.682,2.768,Cracow,Poland,50.63N,19.01E
1813,0.0489999999999999,2.373,Cracow,Poland,50.63N,19.01E
1814,-5.097,4.1,Cracow,Poland,50.63N,19.01E
1814,-8.125,2.157,Cracow,Poland,50.63N,19.01E
1814,0.4180000000000001,3.169,Cracow,Poland,50.63N,19.01E
1814,9.594,1.3159999999999998,Cracow,Poland,50.63N,19.01E
1814,10.389,1.663,Cracow,Poland,50.63N,19.01E
1814,14.618,1.979,Cracow,Poland,50.63N,19.01E
1814,19.295,3.877,Cracow,Poland,50.63N,19.01E
1814,17.477,1.626,Cracow,Poland,50.63N,19.01E
1814,10.663,2.088,Cracow,Poland,50.63N,19.01E
1814,6.702000000000001,4.918,Cracow,Poland,50.63N,19.01E
1814,3.009,7.251,Cracow,Poland,50.63N,19.01E
1814,0.563,8.388,Cracow,Poland,50.63N,19.01E
1815,-6.4700000000000015,2.471,Cracow,Poland,50.63N,19.01E
1815,-0.3120000000000001,7.158,Cracow,Poland,50.63N,19.01E
1815,3.273,5.18,Cracow,Poland,50.63N,19.01E
1815,7.767,2.311,Cracow,Poland,50.63N,19.01E
1815,13.52,3.423,Cracow,Poland,50.63N,19.01E
1815,16.878,3.129,Cracow,Poland,50.63N,19.01E
1815,15.749999999999998,3.238,Cracow,Poland,50.63N,19.01E
1815,16.657999999999998,2.325,Cracow,Poland,50.63N,19.01E
1815,11.353000000000002,1.145,Cracow,Poland,50.63N,19.01E
1815,8.253,4.106,Cracow,Poland,50.63N,19.01E
1815,1.89,3.051,Cracow,Poland,50.63N,19.01E
1815,-4.879,2.859,Cracow,Poland,50.63N,19.01E
1816,-1.556,4.78,Cracow,Poland,50.63N,19.01E
1816,-3.78,3.0,Cracow,Poland,50.63N,19.01E
1816,1.83,3.08,Cracow,Poland,50.63N,19.01E
1816,7.473000000000001,5.18,Cracow,Poland,50.63N,19.01E
1816,12.251,2.736,Cracow,Poland,50.63N,19.01E
1816,16.007,1.963,Cracow,Poland,50.63N,19.01E
1816,16.817999999999998,2.525,Cracow,Poland,50.63N,19.01E
1816,16.038,1.0590000000000002,Cracow,Poland,50.63N,19.01E
1816,12.647,1.135,Cracow,Poland,50.63N,19.01E
1816,7.064,7.5,Cracow,Poland,50.63N,19.01E
1816,2.377,8.238,Cracow,Poland,50.63N,19.01E
1816,-2.441,2.272,Cracow,Poland,50.63N,19.01E
1817,-0.3109999999999999,5.774,Cracow,Poland,50.63N,19.01E
1817,1.606,3.053,Cracow,Poland,50.63N,19.01E
1817,2.648,3.329,Cracow,Poland,50.63N,19.01E
1817,3.396000000000001,2.543,Cracow,Poland,50.63N,19.01E
1817,13.422,2.764,Cracow,Poland,50.63N,19.01E
1817,17.535,1.835,Cracow,Poland,50.63N,19.01E
1817,17.653,1.645,Cracow,Poland,50.63N,19.01E
1817,17.663999999999994,2.31,Cracow,Poland,50.63N,19.01E
1817,13.567,2.9210000000000003,Cracow,Poland,50.63N,19.01E
1817,4.831999999999999,3.791,Cracow,Poland,50.63N,19.01E
1817,3.703,2.65,Cracow,Poland,50.63N,19.01E
1817,-1.814,3.48,Cracow,Poland,50.63N,19.01E
